Paper Id,Title,Abstract,Year,Authors,Citation Count,Discipline(s),Document Type,Journal Name,Journal Volume,Journal Pages,Conference Name,Publication Type,Venue,Publication Date,Is Open Access,Open Access PDF URL,PDF Available,URL,DOI,Source,Extracted Keyword,Similarity Score,Relevance Category,Label Actual,,P@10,Pred Gain,Pred Actual,DCG,IDCG,DCG,IDCG,NDCG
01a5df9993206455cb425782571ebd8fe4dcc3b5,Finger Movement Classification From Myoelectric Signals Using Convolutional Neural Networks,"Human arms possess a number of degrees of freedom and a complicated control system. In spite of its complex design, the user efforts to perform various actions are quite minimal. Robotic hands are a mere counterpart of the natural hand, with similar flexion and extension capabilities. Over the past decades, the robotic arms play a significant role in certain applications like aiding the patients and doctors. Surface EMG signals can be retrieved in a non-invasive manner for predicting the movements of the person for the simultaneous control of the robotic arm. With Deep Learning presently in the field of Artificial Intelligence, it has paved the way for a robust and accurate system. In this paper, a Deep learning based classification technique is adopted for the classification of EMG signals collected using Myo band for the flexion of various fingers at resting position. A Convolutional Neural Network based model is presented in the paper to classify 5 different actions such as thumb flexion, index flexion, ring flexion, little flexion and rest position from the data collected from 10 subjects. An accuracy of 72.5% is observed over the custom dataset after filtering out the raw data using signal processing techniques. The application appears to be a promise for the medical industry as the proposed model can be incorporated for the control of a robotic arm for performing various operations. Results are provided to support the problem statement.",2018,"V. Srinivasan, Mobarak Islam Hoque, Wei Zhang, Hongliang Ren",12,Computer Science,"JournalArticle, Conference",2018 IEEE International Conference on Robotics and Biomimetics (ROBIO),N/A,1070-1075,IEEE International Conference on Robotics and Biomimetics,conference,IEEE International Conference on Robotics and Biomimetics,12/1/2018,No,N/A,No,https://www.semanticscholar.org/paper/01a5df9993206455cb425782571ebd8fe4dcc3b5,10.1109/ROBIO.2018.8664807,Semantic Scholar,N/A,0.438024648,Somewhat relevant,,0.508633964,,,,,,,,
fca06134550bf71d28f222b40be0436345e81379,Proportional And Simultaneous Real-Time Control Of The Full Human Hand From High-Density Electromyography,"Surface electromyography (sEMG) is a non-invasive technique that measures the electrical activity generated by the muscles using sensors placed on the skin. It has been widely used in the field of prosthetics and other assistive systems because of the physiological connection between muscle electrical activity and movement dynamics. However, most existing sEMG-based decoding algorithms show a limited number of detectable degrees of freedom that can be proportionally and simultaneously controlled in real-time, which limits the use of EMG in a wide range of applications, including prosthetics and other consumer-level applications (e.g., human/machine interfacing). In this work, we propose a new deep learning method that can decode and map the electrophysiological activity of the forearm muscles into proportional and simultaneous control of > 20 degrees of freedom of the human hand with real-time resolution and with latency within the neuromuscular delays (< 50 ms). We recorded the kinematics of the human hand during grasping, pinching, individual digit movements and three gestures at slow (0.5 Hz) and fast (0.75 Hz) movement speeds in healthy participants. We demonstrate that our neural network can predict the kinematics of the hand in real-time at a constant 32 predictions per second. To achieve this, we employed transfer learning and created a prediction smoothing algorithm for the output of the neural network that reconstructed the full geometry of the hand in three-dimensional Cartesian space in real-time. Our results demonstrate that high-density EMG signals from the forearm muscles contain almost all the information that is needed to predict the kinematics of the human hand. The proposed method has the capability of predicting the full kinematics of the human hand with real-time resolution with immediate translational impact in subjects with motor impairments.",2023,"Raul C. Sﾃｮmpetru, Michael Mﾃ､rz, A. Del Vecchio",20,Medicine,JournalArticle,IEEE Transactions on Neural Systems and Rehabilitation Engineering,31,3118-3131,-,journal,IEEE transactions on neural systems and rehabilitation engineering,7/13/2023,Yes,https://ieeexplore.ieee.org/ielx7/7333/4359219/10182328.pdf,Yes,https://www.semanticscholar.org/paper/fca06134550bf71d28f222b40be0436345e81379,10.1109/TNSRE.2023.3295060,Semantic Scholar,N/A,0.432387786,Somewhat relevant,,,,,,,,,,
c048ab2ec64b3cd1a55d08c8156f4863e8faff0d,Physics-Informed Deep Learning For Musculoskeletal Modeling: Predicting Muscle Forces And Joint Kinematics From Surface Emg,"Musculoskeletal models have been widely used for detailed biomechanical analysis to characterise various functional impairments given their ability to estimate movement variables (i.e., muscle forces and joint moments) which cannot be readily measured in vivo. Physics-based computational neuromusculoskeletal models can interpret the dynamic interaction between neural drive to muscles, muscle dynamics, body and joint kinematics and kinetics. Still, such set of solutions suffers from slowness, especially for the complex models, hindering the utility in real-time applications. In recent years, data-driven methods have emerged as a promising alternative due to the benefits in speedy and simple implementation, but they cannot reflect the underlying neuromechanical processes. This paper proposes a physics-informed deep learning framework for musculoskeletal modelling, where physics-based domain knowledge is brought into the data-driven model as soft constraints to penalise/regularise the data-driven model. We use the synchronous muscle forces and joint kinematics prediction from surface electromyogram (sEMG) as the exemplar to illustrate the proposed framework. Convolutional neural network (CNN) is employed as the deep neural network to implement the proposed framework. Simultaneously, the physics law between muscle forces and joint kinematics is used the soft constraint. Experimental validations on two groups of data, including one benchmark dataset and one self-collected dataset from six healthy subjects, are performed. The experimental results demonstrate the effectiveness and robustness of the proposed framework.",2022,"Jie Zhang, Yihui Zhao, Fergus Shone, Zhenhong Li, Alejandro F Frangi, Shengquan Xie, Zhi-Li Zhang",141,"Medicine, Engineering",JournalArticle,IEEE Transactions on Neural Systems and Rehabilitation Engineering,31,484-493,-,journal,IEEE transactions on neural systems and rehabilitation engineering,7/4/2022,Yes,https://ieeexplore.ieee.org/ielx7/7333/10031624/09970372.pdf,Yes,https://www.semanticscholar.org/paper/c048ab2ec64b3cd1a55d08c8156f4863e8faff0d,10.1109/TNSRE.2022.3226860,Semantic Scholar,N/A,0.428200151,Somewhat relevant,,,,,,,,,,
40445821,"Integrating Motor Unit Activity With Deep Learning For Real-Time, Simultaneous And Proportional Wrist Angle And Grasp Force Estimation","Myoelectric prostheses offer great promise in enabling amputees to perform daily activities independently. However, existing neural interfaces generally cannot simultaneously and proportionally decode kinematics and kinetics in real time, nor can they directly interpret neural commands. We thus propose a novel framework that integrates motor unit activity with deep learning and demonstrate its efficiency in the real-time, simultaneous, and proportional estimation of wrist angles and grasp forces.",2025,"Li D, Chen C, Zhu K, Guo R, Shull PB",N/A,N/A,Journal Article,IEEE transactions on bio-medical engineering,PP,N/A,-,Journal Article,-,5/30/2025,No,FALSE,No,https://pubmed.ncbi.nlm.nih.gov/40445821,10.1109/TBME.2025.3575252,PubMed,N/A,0.4143722,Somewhat relevant,,,,,,,,,,
34874210,Analysing The Effect Of Robotic Gait On Lower Extremity Muscles And Classification By Using Deep Learning,"Robotic gait training helps the nervous system recover and strengthen weak muscle groups. Many studies in the literature show that applying robotic gait rehabilitation to patients with neurological disorders such as Multiple Sclerosis (MS), Stroke and Spinal Cord Injection (SCI) effectively restores gait ability. In contrast to the studies in the literature that included only healthy individuals, both the control and patient groups were formed and detailed analyses were carried out for both groups. In this study, EMG signals in GMA, GME, ILP, BF, VM, MG, TA muscles were recorded simultaneously with a different electrode placement during robotic gait for the first time in literature and then a location that prevents a phase shift was presented. The classification performance has also been increased by removing 26 different attribute parameters like time, frequency and statistics from the signals instead of gait studies with a maximum of 12-16 traits extraction. The extracted features were classified with the approaches Multilayer Perceptron Neural Networks (MLP), Support Vector Machines (SVM), K-Nearest Neighbourhood algorithm (KNN), Random Forest Classification Algorithm (RF) and Deep Learning and then a detailed performance comparison have been realized. Among the approaches compared the Stochastic Gradient Optimization Algorithm-based deep learning structure produced the best performance with 98.5714% accuracy. It was also seen that it is essential to plan the exoskeleton and the robotic gait pattern suitable for patients' disease state and muscle activation.",2022,"ﾃ・EEEEalﾄｱkuﾅ・EEEEu ﾄｰ, Uzunhisarcﾄｱklﾄｱ E, Fidan U, ﾃ・EEEEetinkaya MB",3,"Deep Learning, Gait, Humans, Lower Extremity, Muscles, Robotic Surgical Procedures",Journal Article,Computer methods in biomechanics and biomedical engineering,25,1350-1369,-,Journal Article,-,9/1/2022,No,FALSE,No,https://pubmed.ncbi.nlm.nih.gov/34874210,10.1080/10255842.2021.2012655,PubMed,N/A,0.405656314,Somewhat relevant,,,,,,,,,,
40644172,"Simultaneous Recognition Of Locomotion Mode, Phase, And Phase Progression Using Deep Learning Models","Despite advances in gait-assist wearable robots, application in real-world scenarios remains limited, largely due to challenges in developing an effective user intention recognition algorithm. These algorithms are crucial as they enable the robot to move harmoniously with the user by predicting their intent during various locomotion activities such as level walking, stair ascent, stair descent, and sit-to-stand. It is essential to not only identify these locomotion modes but also their phases and progression for real-time assistance. Traditional classification methods often require extensive manual feature extraction from signals like those from inertial measurement units (IMU), electromyography, and plantar force sensors. Recent machine learning, particularly deep learning approaches, have simplified this process through automatic feature extraction. However, no existing method simultaneously predicts locomotion modes, phases, and phase progression, which is significant for personalized assistance. This study introduces a deep learning framework that classifies locomotion modes and phases and estimates the phase progressions using IMU data from sensors placed on the sternum and limbs. Results from five participants show that our model effectively classifies the locomotion phase and well estimates the phase progression percentage. The model was evaluated using a leave-one-subject-out approach, ensuring generalizability across different users.",2025,"Kim Y, Kim J, Moon J, Choi MT, Kim SJ",N/A,"Humans, Deep Learning, Locomotion, Algorithms, Male, Wearable Electronic Devices, Adult, Walking, Gait, Electromyography, Female, Signal Processing, Computer-Assisted",Journal Article,IEEE ... International Conference on Rehabilitation Robotics : [proceedings],2025,6-Jan,-,Journal Article,-,5/1/2025,No,FALSE,No,https://pubmed.ncbi.nlm.nih.gov/40644172,10.1109/ICORR66766.2025.11062982,PubMed,N/A,0.384425901,Low relevance,,,,,,,,,,
37980798,Contranet: A Hybrid Network For Improving The Classification Of Eeg And Emg Signals With Limited Training Data,"Bio-Signals such as electroencephalography (EEG) and electromyography (EMG) are widely used for the rehabilitation of physically disabled people and for the characterization of cognitive impairments. Successful decoding of these bio-signals is however non-trivial because of the time-varying and non-stationary characteristics. Furthermore, existence of short- and long-range dependencies in these time-series signal makes the decoding even more challenging. State-of-the-art studies proposed Convolutional Neural Networks (CNNs) based architectures for the classification of these bio-signals, which are proven useful to learn spatial representations. However, CNNs because of the fixed size convolutional kernels and shared weights pay only uniform attention and are also suboptimal in learning short-long term dependencies, simultaneously, which could be pivotal in decoding EEG and EMG signals. Therefore, it is important to address these limitations of CNNs. To learn short- and long-range dependencies simultaneously and to pay more attention to more relevant part of the input signal, Transformer neural network-based architectures can play a significant role. Nonetheless, it requires a large corpus of training data. However, EEG and EMG decoding studies produce limited amount of the data. Therefore, using standalone transformers neural networks produce ordinary results. In this study, we ask a question whether we can fix the limitations of CNN and transformer neural networks and provide a robust and generalized model that can simultaneously learn spatial patterns, long-short term dependencies, pay variable amount of attention to time-varying non-stationary input signal with limited training data.",2024,"Ali O, Saif-Ur-Rehman M, Glasmachers T, Iossifidis I, Klaes C",N/A,"Humans, Machine Learning, Brain-Computer Interfaces, Movement, Neural Networks, Computer, Algorithms, Electroencephalography, Imagination",Journal Article,Computers in biology and medicine,168,107649,-,Journal Article,-,1/1/2024,No,FALSE,No,https://pubmed.ncbi.nlm.nih.gov/37980798,10.1016/j.compbiomed.2023.107649,PubMed,N/A,0.373982586,Low relevance,,,,,,,,,,
c56f3ded9409d52089ae88c1ddf88e4246ca55c1,Emg・EEEE・EEEEBased Estimation Of Limb Movement Using Deep Learning With Recurrent Convolutional Neural Networks,N/A,2018,"Peng Xia, Jie Hu, Ying-hong Peng",212,"Engineering, Medicine",JournalArticle,Artificial Organs,42,E67・EEEE・EEEEE77,-,journal,Artificial Organs,5/1/2018,Yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/aor.13004,Yes,https://www.semanticscholar.org/paper/c56f3ded9409d52089ae88c1ddf88e4246ca55c1,10.1111/aor.13004,Semantic Scholar,N/A,0.362788381,Low relevance,,,,,,,,,,
30212573,"Real-Time, Simultaneous Myoelectric Control Using A Convolutional Neural Network","The evolution of deep learning techniques has been transformative as they have allowed complex mappings to be trained between control inputs and outputs without the need for feature engineering. In this work, a myoelectric control system based on convolutional neural networks (CNN) is proposed as a possible alternative to traditional approaches that rely on specifically designed features. This CNN-based system is validated using a real-time Fitts' law style target acquisition test requiring single and combined wrist motions. The performance of the proposed system is then compared to that of a standard support vector machine (SVM) based myoelectric system using a set of time-domain features. Despite the prevalence and demonstrated performance of these well-known features, no significant difference (p>0.05) was found between the two methods for any of the computed control metrics. This demonstrates the potential for automated learning approaches to extract complex and rich information from stochastic biological signals. This first evaluation of the usability of a CNN in a real-time myoelectric control environment provides a basis for further exploration.",2018,"Ameri A, Akhaee MA, Scheme E, Englehart K",30,"Adult, Electromyography, Humans, Movement, Muscle, Skeletal, Neural Networks, Computer, Pattern Recognition, Automated, Signal Processing, Computer-Assisted, Stochastic Processes, Support Vector Machine, Wrist",Comparative Study,PloS one,13,e0203835,N/A,Other Type,N/A,1/1/2018,Yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC6136764/pdf,Yes,https://pubmed.ncbi.nlm.nih.gov/30212573,10.1371/journal.pone.0203835,PubMed,-,0.3581579,Low relevance,,,,,,,,,,
38276352,Ensemble Learning Method For The Continuous Decoding Of Hand Joint Angles,"Human-machine interface technology is fundamentally constrained by the dexterity of motion decoding. Simultaneous and proportional control can greatly improve the flexibility and dexterity of smart prostheses. In this research, a new model using ensemble learning to solve the angle decoding problem is proposed. Ultimately, seven models for angle decoding from surface electromyography (sEMG) signals are designed. The kinematics of five angles of the metacarpophalangeal (MCP) joints are estimated using the sEMG recorded during functional tasks. The estimation performance was evaluated through the Pearson correlation coefficient (CC). In this research, the comprehensive model, which combines CatBoost and LightGBM, is the best model for this task, whose average CC value and RMSE are 0.897 and 7.09. The mean of the CC and the mean of the RMSE for all the test scenarios of the subjects' dataset outperform the results of the Gaussian process model, with significant differences. Moreover, the research proposed a whole pipeline that uses ensemble learning to build a high-performance angle decoding system for the hand motion recognition task. Researchers or engineers in this field can quickly find the most suitable ensemble learning model for angle decoding through this process, with fewer parameters and fewer training data requirements than traditional deep learning models. In conclusion, the proposed ensemble learning approach has the potential for simultaneous and proportional control (SPC) of future hand prostheses.",2024,"Wang H, Tao Q, Zhang X",3,"Humans, Movement, Hand, Electromyography, Artificial Limbs, Hand Joints, Machine Learning",Journal Article,"Sensors (Basel, Switzerland)",24,N/A,-,Journal Article,-,1/20/2024,Yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11154387/pdf,Yes,https://pubmed.ncbi.nlm.nih.gov/38276352,10.3390/s24020660,PubMed,"sEMG, hand joint angle, ensemble learning, XGBoost, LightGBM, CatBoost, stacking",0.355869415,Low relevance,,,,,,,,,,
c5a45f70c0d2b0ac8484da16647e514fb0459c8a,Discrimination Of Finger Movements By Magnetomyography With Optically Pumped Magnetometers,"Optically pumped magnetometers (OPM) are quantum sensors that offer new possibilities to measure biomagnetic signals. Compared to the current standard surface electromyography (EMG), in magnetomyography (MMG), OPM sensors offer the advantage of contactless measurements of muscle activity. However, little is known about the relative performance of OPM-MMG and EMG, e.g. in their ability to detect and classify finger movements. To address this in a proof-of-principle study, we recorded simultaneous OPM-MMG and EMG of finger flexor muscles for the discrimination of individual finger movements on a single human participant. Using a deep learning model for movement classification, we found that both sensor modalities were able to discriminate finger movements with above 89% accuracy. Furthermore, model predictions for the two sensor modalities showed high agreement in movement detection (85% agreement; Cohen・EEEE・EEEEs kappa: 0.45). Our findings show that OPM sensors can be employed for c",2023,"Antonino Greco, Sangyeob Baek, T. Middelmann, C. Mehring, C. Braun, J. Marquetand, M. Siegel",11,"Biology, Medicine",JournalArticle,Scientific Reports,13,N/A,-,journal,bioRxiv,3/27/2023,Yes,https://www.nature.com/articles/s41598-023-49347-z.pdf,Yes,https://www.semanticscholar.org/paper/c5a45f70c0d2b0ac8484da16647e514fb0459c8a,10.1038/s41598-023-49347-z,Semantic Scholar,-,0.342813957,Low relevance,,,,,,,,,,
40511365,Simultaneous Estimation Of Hand Configurations And Finger Joint Angles Using Forearm Ultrasound,"With the advancement in computing and robotics, it is necessary to develop fluent and intuitive methods for interacting with digital systems, augmented/virtual reality (AR/VR) interfaces, and physical robotic systems. Hand motion recognition is widely used to enable these interactions. Hand configuration classification and metacarpophalangeal (MCP) joint angle detection is important for a comprehensive reconstruction of hand motion. Surface electromyography (sEMG) and other technologies have been used for the detection of hand motions. Forearm ultrasound images provide a musculoskeletal visualization that can be used to understand hand motion. Recent work has shown that these ultrasound images can be classified using machine learning to estimate discrete hand configurations. Estimating both hand configuration and MCP joint angles based on forearm ultrasound has not been addressed in the literature. In this paper, we propose a convolutional neural network (CNN) based deep learning pipeline for predicting the MCP joint angles. The results for the hand configuration classification were compared by using different machine learning algorithms. Support vector classifier with different kernels, multi-layer perceptron, and the proposed CNN have been used to classify the ultrasound images into 11 hand configurations based on activities of daily living. Forearm ultrasound images were acquired from 6 subjects instructed to move their hands according to predefined hand configurations. Motion capture data was acquired to get the finger angles corresponding to the hand movements at different speeds (0.5 Hz, 1 Hz, & 2 Hz) for the index, middle, ring, and pinky fingers. Average classification accuracy of 82.7 ﾂｱ 9.7% for the proposed CNN and over 80% for SVC for different kernels was observed on a subset of the dataset. An average RMSE of 7.35ﾂｰﾂｱ1.3ﾂｰ was obtained between the predicted and the true MCP joint angles. A low latency (6.25 - 9.1 Hz) pipeline has been proposed for estimating both MCP joint angles and hand configuration aimed at real-time control of human-machine interfaces.",2023,"Bimbraw K, Nycz CJ, Schueler M, Zhang Z, Zhang HK",N/A,N/A,Journal Article,IEEE transactions on medical robotics and bionics,5,120-132,-,Journal Article,-,2/1/2023,Yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC12162105/pdf,Yes,https://pubmed.ncbi.nlm.nih.gov/40511365,10.1109/tmrb.2023.3237774,PubMed,"AI-enabled robotics, gesture, posture, and facial expressions, wearable robotics, design and development of robots for human-robot interaction, human-machine interfaces and robotics applications, new technologies and methodologies in medical robotics, wearable sensor systems, user-centered design and applications",0.328737764,Low relevance,,,,,,,,,,
33326941,Long Exposure Convolutional Memory Network For Accurate Estimation Of Finger Kinematics From Surface Electromyographic Signals,,2021,"Guo W, Ma C, Wang Z, Zhang H, Farina D, Jiang N, Lin C",8,"Biomechanical Phenomena, Electromyography, Fingers, Gestures, Hand, Humans",Journal Article,Journal of neural engineering,18,N/A,-,Journal Article,-,3/3/2021,No,FALSE,No,https://pubmed.ncbi.nlm.nih.gov/33326941,10.1088/1741-2552/abd461,PubMed,N/A,0.25083067,Low relevance,,,,,,,,,,
40190045,Hybrid Electromagnetic-Triboelectric Hip Energy Harvester For Wearables And Ai-Assisted Motion Monitoring,"Reliable human motion monitoring is crucial across various fields such as sports, healthcare, and metaverse. This study introduces an AI-assisted wearable hip joint energy harvester (HJEH) designed to convert mechanical energy from hip joint movements into electric power for wearable devices while simultaneously monitoring human motion. The HJEH utilizes an electromagnetic generator (EMG) in conjunction with a freestanding triboelectric nanogenerator (FS-TENG) to achieve energy harvesting and motion sensing. The EMG specifically recovers the negative energy from hip joint motion to generate electricity, with a flywheel and acceleration gears employ to enhance output power. Concurrently, the FS-TENG generates triboelectric signals driven by hip joint motions, which are processed using deep learning algorithms for accurate motion detection. The performance of the HJEH is thoroughly evaluated through bench tests, treadmill tests, and outdoor experiments. The EMG achieves a peak power output of 357 mW and a maximum gravitational power density of 1.67 W kg",2025,"Hao D, Fan C, Xia X, Zhang Z, Yang Y",N/A,"Wearable Electronic Devices, Humans, Electromagnetic Phenomena, Motion, Electromyography, Monitoring, Physiologic, Hip Joint",Journal Article,"Small (Weinheim an der Bergstrasse, Germany)",21,e2500643,-,Journal Article,-,5/1/2025,No,FALSE,No,https://pubmed.ncbi.nlm.nih.gov/40190045,10.1002/smll.202500643,PubMed,N/A,0.247112221,Low relevance,,,,,,,,,,
30827864,Decoding Voluntary Movements And Postural Tremor Based On Thalamic Lfps As A Basis For Closed-Loop Stimulation For Essential Tremor,"High frequency Deep brain stimulation (DBS) targeting motor thalamus is an effective therapy for essential tremor (ET). However, conventional continuous stimulation may deliver unnecessary current to the brain since tremor mainly affects voluntary movements and sustained postures in ET.",2019,"Tan H, Debarros J, He S, Pogosyan A, Aziz TZ, Huang Y, Wang S, Timmermann L, Visser-Vandewalle V, Pedrosa DJ, Green AL, Brown P",34,"Adult, Aged, Deep Brain Stimulation, Electrodes, Implanted, Essential Tremor, Female, Humans, Male, Middle Aged, Movement, Postural Balance, Ventral Thalamic Nuclei",Journal Article,Brain stimulation,12,858-867,-,Journal Article,-,1/1/2019,Yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC6600875/pdf,Yes,https://pubmed.ncbi.nlm.nih.gov/30827864,10.1016/j.brs.2019.02.011,PubMed,-,0.207888284,Low relevance,,,,,,,,,,
37059084,Transferable Multi-Modal Fusion In Knee Angles And Gait Phases For Their Continuous Prediction,,2023,"Guo Z, Zheng H, Wu H, Zhang J, Zhou G, Long J",3,"Humans, Gait, Lower Extremity, Walking, Electromyography, Biomechanical Phenomena",Journal Article,Journal of neural engineering,20,N/A,-,Journal Article,-,5/24/2023,No,FALSE,No,https://pubmed.ncbi.nlm.nih.gov/37059084,10.1088/1741-2552/accd22,PubMed,N/A,0.182503171,Low relevance,,,,,,,,,,
7434b93422b201cd52977b1f7a56be379a3f151f,Diagnostics And Biofeedback Training Of Motor Activity Based On Electroencephalography (Eeg) And Ultrasound Imaging (Usi),N/A,2019,A. Sosnowska,N/A,Computer Science,N/A,N/A,N/A,N/A,-,other type,N/A,N/A,No,N/A,No,https://www.semanticscholar.org/paper/7434b93422b201cd52977b1f7a56be379a3f151f,,Semantic Scholar,N/A,0.11912216,Low relevance,,,,,,,,,,
